"index","sourcetype","main_type","perf_item","nmon_section","unity","description","long_description","formula (or field name if not evaluated)","is_evaluated","OS_compatibility","AIX","Linux","Solaris","SPL root search"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","(%) average amount of user-mode CPU used by this process","(%) average amount of user-mode CPU used by this process Equal to 'prstat.CPU * prstat -v.USR / (prstat -v.USR + prstat -v.SYS)'","%Usr","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","(%) average amount of kernel-mode CPU used by this process","(%) average amount of kernel-mode CPU used by this process Equal to 'prstat.CPU * prstat -v.SYS / (prstat -v.USR + prstat -v.SYS)'","%Sys","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","string","Number of LWPs of this process","Number of LWPs of this process Same as 'prstat.NLWP'","Threads","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","KB","(KB) total virtual memory size of this process","(KB) total virtual memory size of this process Same as 'prstat.SIZE'","Size","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","KB","(KB) Resident set size of the process Same as 'prstat.RSS'","(KB) Resident set size of the process Same as 'prstat.RSS'","ResSize","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","N/A","Unused","Unused","ResData","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","bytes/sec","(bytes/s) count of bytes/sec being passed via the read and write system calls","(bytes/s) count of bytes/sec being passed via the read and write system calls","CharIO","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","(%) = 100 * ResSize / total physical memory","(%) = 100 * ResSize / total physical memory","%RAM","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","Pages/sec","(/s) sum of all page faults for this process","(/s) sum of all page faults for this process","Paging","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","string","Name of the process Same as 'prstat.PROCESS'","Name of the process Same as 'prstat.PROCESS'","Command","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","string","The real user (login) name or real user ID","The real user (login) name or real user ID Same as 'prstat.USERNAME'","Username","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","string","Project name","Project name","Project","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","string","Zone name","Zone name","Zone","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","(%) of time the process has spent in user mode","(%) of time the process has spent in user mode Same as 'prstat -v.USR'","USR","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","(%) The percentage of time the process has spent in system mode","(%) The percentage of time the process has spent in system mode Same as 'prstat -v.SYS'","SYS","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","(%) of time the process has spent in processing system traps","(%) of time the process has spent in processing system traps Same as 'prstat -v.TRP'","TRP","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","(%) of time the process has spent processing text page faults","(%) of time the process has spent processing text page faults Same as 'prstat -v.TFL'","TFL","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","(%) of time the process has spent processing data page faults","(%) of time the process has spent processing data page faults Same as 'prstat -v.DFL'","DFL","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","(%) of time the process has spent waiting for user locks","(%) of time the process has spent waiting for user locks Same as 'prstat -v.LCK'","LCK","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","(%) of time the process has spent sleeping","(%) of time the process has spent sleeping Same as 'prstat -v.SLP'","SLP","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","(%) of time the process has spent waiting for CPU","(%) of time the process has spent waiting for CPU Same as 'prstat -v.LAT'","LAT","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
,,,,,,,,,,,,,,
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","id","PID : The id of the process","PID : The id of the process","PID","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","pct_CPU : (%) average amount of CPU used by this process","pct_CPU : (%) average amount of CPU used by this process","pct_CPU","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","pct_Usr : (%) average amount of user-mode CPU used by this process","pct_Usr : (%) average amount of user-mode CPU used by this process","pct_Usr","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","%","pct_Sys : (%) average amount of kernel-mode CPU used by this process","pct_Sys : (%) average amount of kernel-mode CPU used by this process","pct_Sys","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","KB","Size : The size of the pages in kilobytes.","Size : The size of the pages in kilobytes.","Size","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","KB","ResSet : The sum of real-memory data used by the process","ResSet : The sum of real-memory data used by the process","ResSet","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","KB","ResText : The real-memory text size of the process.","ResText : The real-memory text size of the process.","ResText","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","KB","ResData : The real-memory data size of the process.","ResData : The real-memory data size of the process.","ResData","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","KB","ShdLib : Shared library pages of the process","ShdLib : Shared library pages of the process","ShdLib","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","Pages/sec","MinorFault : Minor faults pages associated with the process","MinorFault : Minor faults pages associated with the process","MinorFault","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","Pages/sec","MajorFault : Major faults pages associated with the process","MajorFault : Major faults pages associated with the process","MajorFault","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","TOP","string","Command : Name of the process","Command : Name of the process","Command","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=TOP"
,,,,,,,,,,,,,,
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","UARG","PID","Process ID","Process ID","PID","false","ALL OS","true","true","false","eventtype=nmon:performance sourcetype=nmon_data type=UARG"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","UARG","string","Command invocation","Command Invocation, name of main command running (no arguments)","Command (Linux), COMM (AIX)","false","ALL OS","true","true","false","eventtype=nmon:performance sourcetype=nmon_data type=UARG"
"index=nmon","sourcetype=nmon_data","Performance Data","PROCESSES STATISTICS","UARG","string","Command invocation agruments","Full Command Invocation including arguments passed to commands","FullCommand","false","ALL OS","true","true","false","eventtype=nmon:performance sourcetype=nmon_data type=UARG"
,,,,,,,,,,,,,,
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","FILE","Rate/sec","Read System calls","Readch, The amount of bytes read per second through the read system call over the monitoring interval","readch","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=FILE"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","FILE","Rate/sec","Write System calls","Writech, The amount of bytes written per second through the write system call over the monitoring interval","wrtiech","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=FILE"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","FILE","Rate/sec","Raw bytes read per sec","Rawin, The amount of raw bytes read per second from TTYs over the monitoring interval","Rawin","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=FILE"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","FILE","Rate/sec","Tty bytes written per sec","Ttyout, The amount of bytes written to TTYs per second over the monitoring interval","Ttyout","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=FILE"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","FILE","Rate/sec","Nbr of inode calls per sec","Igets, The number of calls per second to the inode lookup routines over the monitoring interval","Igets","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=FILE"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","FILE","Rate/sec","Nbr of path calls per sec","Namei, The number of calls per second to the path name lookup routines over the monitoring interval","Namei","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=FILE"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","FILE","Rate/sec","Nbr of directory block scanned per sec","Dirblk, The number of directory blocks scanned per second by the directory search routine over the monitoring interval","Dirblk","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=FILE"
,,,,,,,,,,,,,,
"index=nmon","sourcetype=nmon_data","Performance Data","PAGING STATISTICS","PAGE","Pages/sec","Number of page faults","The total number of page faults taken per second over the monitoring interval. This includes page faults that do not cause paging activity","faults","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=PAGE"
"index=nmon","sourcetype=nmon_data","Performance Data","PAGING STATISTICS","PAGE","Pages/sec","Number of paged-in pages from page space","The number of 4 K pages read from paging space per second over the monitoring interval","pgspin","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=PAGE"
"index=nmon","sourcetype=nmon_data","Performance Data","PAGING STATISTICS","PAGE","Pages/sec","Number of paged-out pages from page space","The number of 4 K pages written to paging space per second over the monitoring interval","pgsout","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=PAGE"
"index=nmon","sourcetype=nmon_data","Performance Data","PAGING STATISTICS","PAGE","Pages/sec","Number of paged-in pages","The number of 4 K pages read per second over the monitoring interval. This includes paging activity associated with reading from file systems. Subtract PgspIn from this value to get the number of 4K pages read from file systems per second over the monitoring interval","pgin","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=PAGE"
"index=nmon","sourcetype=nmon_data","Performance Data","PAGING STATISTICS","PAGE","Pages/sec","Number of paged-out pages","The number of 4 K pages written per second over the monitoring interval. This includes paging activity associated with writing to file systems. Subtract PgspOut from this value to get the number of 4K pages written to file systems per second over the monitoring interval","pgout","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=PAGE"
"index=nmon","sourcetype=nmon_data","Performance Data","PAGING STATISTICS","PAGE","Pages/sec","Number of page scans by clock","Number of page scans by clock","scans","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=PAGE"
"index=nmon","sourcetype=nmon_data","Performance Data","PAGING STATISTICS","PAGE","Pages/sec","Number of pages reclaims","Number of pages reclaims","reclaims","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=PAGE"
"index=nmon","sourcetype=nmon_data","Performance Data","PAGING STATISTICS","PAGE","Pages/sec","Sum of pgsin / pgin per time interval","Sum of pgsin / pgin per time interval","fsin","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=PAGE"
"index=nmon","sourcetype=nmon_data","Performance Data","PAGING STATISTICS","PAGE","Pages/sec","Sum of pgsout / pgout per time interval","Sum of pgsout / pgout per time interval","fsout","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=PAGE"
"index=nmon","sourcetype=nmon_data","Performance Data","PAGING STATISTICS","PAGE","Pages/sec","Scan Free Ratio, Pages scans by reclaims per time interval","Scan Free Ratio, Pages scans by reclaims per time interval (scans/reclaims)","scanfree_ratio=(scans/reclaims)","true","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=PAGE"
,,,,,,,,,,,,,,
"index=nmon","sourcetype=nmon_data","Performance Data","FIBER CHANNEL STATISTICS","IOADAPT","kilobytes/sec","Receive-KB/s","Data transfer rate of received data in kilobytes per second","value","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=IOADAPT"
"index=nmon","sourcetype=nmon_data","Performance Data","FIBER CHANNEL STATISTICS","IOADAPT","kilobytes/sec","Transmit-KB/s","Data transfer rate of sent data in kilobytes per second","value","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=IOADAPT"
"index=nmon","sourcetype=nmon_data","Performance Data","FIBER CHANNEL STATISTICS","IOADAPT","requests/sec","Requests In","Number of requests that are received per second in the interval","value","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=IOADAPT"
"index=nmon","sourcetype=nmon_data","Performance Data","FIBER CHANNEL STATISTICS","IOADAPT","requests/sec","Requests Out","Number of requests that are sent per second in the interval","value","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=IOADAPT"
"index=nmon","sourcetype=nmon_data","Performance Data","FIBER CHANNEL STATISTICS","IOADAPT","device","Name of the Fibre Channel adapter","Name of the Fibre Channel adapter","device","false","AIX","true","false","false","eventtype=nmon:performance sourcetype=nmon_data type=IOADAPT"
,,,,,,,,,,,,,,
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROC","Nbr","Nbr of threads ready to run but waiting for an available processor","Average number of threads that are ready to run but are waiting for an available processor","Runnable / runqueue","false","ALL OS","true","true","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROC","Nbr","Nbr of processes in swap queue per sec in the interval","Number of processes in swap queue per second in the interval","swapin","false","ALL OS","true","true","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROC","Nbr","Number of processor switches per second in the interval.","Number of processor switches per second in the interval","pswitch","false","ALL OS","true","true","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROC","Nbr","Number of system calls per second in the interval.","Number of system calls per second in the interval","Syscall","false","ALL OS","true","true","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROC","Nbr","Number of execs per second in the interval.","Number of execs per second in the interval","exec","false","ALL OS","true","true","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROC","Nbr","Number of forks per second in the interval.","Number of forks per second in the interval","fork","false","ALL OS","true","true","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
,,,,,,,,,,,,,,
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROCSOL","%","% time spent in user mode","(%) The percentage of time all processes have spent in user mode (estimation since terminated processes are not accounted)","USR","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROCSOL","%","% time spent in system mode","(%) The percentage of time all processes have spent in system mode (estimation since terminated processes are not accounted)","SYS","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROCSOL","%","% time spent in processing system traps","(%) The percentage of time all processes have spent in processing system traps (estimation since terminated processes are not accounted)","TRP","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROCSOL","%","% time spent processing text page faults","(%) The percentage of time all processes have spent processing text page faults (estimation since terminated processes are not accounted)","TFL","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROCSOL","%","% time spent processing data page faults","(%) The percentage of time all processes have spent processing data page faults (estimation since terminated processes are not accounted)","DFL","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","PROCSOL","%","% time waiting for CPU","(%) The percentage of time all processes have spent waiting for CPU (estimation since terminated processes are not accounted)","LAT","false","Solaris","false","false","true","eventtype=nmon:performance sourcetype=nmon_data type=PROC"
,,,,,,,,,,,,,,
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","nr_dirty: Number of pages that are dirty","nr_dirty: Number of pages that are dirty","nr_dirty","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","nr_writeback: Number of pages that are under writeback","nr_writeback: Number of pages that are under writeback","nr_writeback","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","nr_unstable: Number of pages that are unstable","nr_unstable: Number of pages that are unstable","nr_unstable","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","nr_page_table_pages: Number of pages allocated to page tables","nr_page_table_pages: Number of pages allocated to page tables","nr_page_table_pages","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","nr_mapped: Number of pages mapped by files","nr_mapped: Number of pages mapped by files","nr_mapped","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","nr_slab: allocated by the kernel slab allocator","nr_slab: allocated by the kernel slab allocator","nr_slab","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgpgin: Number of pageins","pgpgin: Number of pageins (since the last boot)","pgpgin","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgpgout: Number of pageouts","pgpgout: Number of pageouts (since the last boot)","pgpgout","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pswpin: Number of swapins","pswpin: Number of swapins (since the last boot)","pswpin","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pswpout: Number of swapouts","pswpout: Number of swapouts (since the last boot)","pswpout","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgalloc_high: Number of page allocations per zone","pgalloc_high: Number of page allocations per zone (since the last boot)","pgalloc_high","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgalloc_normal: Number of page allocations per zone","pgalloc_normal: Number of page allocations per zone (since the last boot)","pgalloc_normal","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgalloc_dma32: Number of page allocations per zone","pgalloc_dma32: Number of page allocations per zone (since the last boot)","pgalloc_dma32","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgalloc_dma: Number of page allocations per zone","pgalloc_dma: Number of page allocations per zone (since the last boot)","pgalloc_dma","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgfree: Number of page frees","pgfree: Number of page frees (since the last boot)","pgfree","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgactivate: Number of page activations","pgactivate: Number of page activations (since the last boot)","pgactivate","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgdeactivate: Number of page deactivations","pgdeactivate: Number of page deactivations (since the last boot)","pgdeactivate","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgfault: Number of minor page faults","pgfault: Number of minor page faults (since the last boot)","pgfault","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgmajfault: Number of major page faults","pgmajfault: Number of major page faults (since the last boot)","pgmajfault","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgrefill_high: Number of page refills","pgrefill_high: Number of page refills (per zone, since the last boot)","pgrefill_high","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgrefill_normal: Number of page refills","pgrefill_normal: Number of page refills (per zone, since the last boot)","pgrefill_normal","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgrefill_dma32: Number of page refills","pgrefill_dma32: Number of page refills (per zone, since the last boot)","pgrefill_dma32","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgrefill_dma: Number of page refills","pgrefill_dma: Number of page refills (per zone, since the last boot)","pgrefill_dma","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgsteal_high: Number of page steals","pgsteal_high: Number of page steals (per zone, since the last boot)","pgsteal_high","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgsteal_normal: Number of page steals","pgsteal_normal: Number of page steals (per zone, since the last boot)","pgsteal_normal","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgsteal_dma32: Number of page steals","pgsteal_dma32: Number of page steals (per zone, since the last boot)","pgsteal_dma32","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgsteal_dma: Number of page steals","pgsteal_dma: Number of page steals (per zone, since the last boot)","pgsteal_dma","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgscan_kswapd_high: Number of pages scanned by the kswapd daemon","pgscan_kswapd_high: Number of pages scanned by the kswapd daemon (per zone, since the last boot)","pgscan_kswapd_high","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgscan_kswapd_normal: Number of pages scanned by the kswapd daemon","pgscan_kswapd_normal: Number of pages scanned by the kswapd daemon (per zone, since the last boot)","pgscan_kswapd_normal","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgscan_kswapd_dma32: Number of pages scanned by the kswapd daemon","pgscan_kswapd_dma32: Number of pages scanned by the kswapd daemon (per zone, since the last boot)","pgscan_kswapd_dma32","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgscan_kswapd_dma: Number of pages scanned by the kswapd daemon","pgscan_kswapd_dma: Number of pages scanned by the kswapd daemon (per zone, since the last boot)","pgscan_kswapd_dma","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
"index=nmon","sourcetype=nmon_data","Performance Data","KERNEL STATISTICS","VM","Pages/sec","pgscan_direct_high: Number of pages reclaimed directly","pgscan_direct_high: Number of pages reclaimed directly (per zone, since the last boot)","pgscan_direct_high","false","Linux","false","true","false","eventtype=nmon:performance sourcetype=nmon_data type=VM"
